S.No,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Target,Target_Label
1,ANDHRA PRADESH,ADILABAD,2001,50,30,16,149,34,175,0,1397,LOW
2,ANDHRA PRADESH,ANANTAPUR,2001,23,30,7,118,24,154,0,1009,LOW
3,ANDHRA PRADESH,CHITTOOR,2001,27,34,14,112,83,186,0,1200,LOW
4,ANDHRA PRADESH,CUDDAPAH,2001,20,20,17,126,38,57,0,852,LOW
5,ANDHRA PRADESH,EAST GODAVARI,2001,23,26,12,109,58,247,0,1216,LOW
6,ANDHRA PRADESH,GUNTAKAL RLY.,2001,0,0,0,1,0,0,0,3,LOW
7,ANDHRA PRADESH,GUNTUR,2001,54,51,7,139,129,378,0,1926,LOW
8,ANDHRA PRADESH,HYDERABAD CITY,2001,37,39,24,118,27,746,0,2432,LOW
9,ANDHRA PRADESH,KARIMNAGAR,2001,56,49,62,414,81,224,0,2731,LOW
10,ANDHRA PRADESH,KHAMMAM,2001,47,30,17,180,336,172,0,1771,LOW
11,ANDHRA PRADESH,KRISHNA,2001,37,21,10,208,72,265,0,1629,LOW
12,ANDHRA PRADESH,KURNOOL,2001,29,47,13,141,107,92,0,1183,LOW
13,ANDHRA PRADESH,MAHABOOBNAGAR,2001,59,27,14,176,41,69,0,1312,LOW
14,ANDHRA PRADESH,MEDAK,2001,35,20,26,100,25,192,0,1190,LOW
15,ANDHRA PRADESH,NALGONDA,2001,35,19,31,188,59,214,0,1558,LOW
16,ANDHRA PRADESH,NELLORE,2001,46,80,10,207,228,287,0,2125,LOW
17,ANDHRA PRADESH,NIZAMABAD,2001,21,21,19,55,15,228,0,981,LOW
18,ANDHRA PRADESH,PRAKASHAM,2001,19,12,5,140,100,119,0,969,LOW
19,ANDHRA PRADESH,RANGA REDDY,2001,72,83,37,113,55,421,7,2329,LOW
20,ANDHRA PRADESH,SECUNDERABAD RLY.,2001,0,0,1,0,1,0,0,7,LOW
21,ANDHRA PRADESH,SRIKAKULAM,2001,8,12,6,38,47,108,0,517,LOW
22,ANDHRA PRADESH,VIJAYAWADA,2001,25,48,2,84,122,520,0,1793,LOW
23,ANDHRA PRADESH,VIJAYAWADA RLY.,2001,1,0,0,1,1,0,0,11,LOW
24,ANDHRA PRADESH,VISAKHA RURAL,2001,12,12,3,67,48,99,0,597,LOW
25,ANDHRA PRADESH,VISAKHAPATNAM,2001,13,6,0,33,462,204,0,1084,LOW
26,ANDHRA PRADESH,VIZIANAGARAM,2001,8,2,0,40,22,121,0,448,LOW
27,ANDHRA PRADESH,WARANGAL,2001,53,25,52,241,0,165,0,1836,LOW
28,ANDHRA PRADESH,WEST GODAVARI,2001,61,21,15,246,56,348,0,2091,LOW
29,ARUNACHAL PRADESH,CHANGLANG,2001,1,2,0,3,0,0,0,24,LOW
30,ARUNACHAL PRADESH,DIBANG VALLEY,2001,2,4,0,4,0,2,0,46,LOW
31,ARUNACHAL PRADESH,KAMENG EAST,2001,2,5,0,5,0,0,0,49,LOW
32,ARUNACHAL PRADESH,KAMENG WEST,2001,0,2,0,0,0,0,0,8,LOW
33,ARUNACHAL PRADESH,LOHIT,2001,2,6,0,8,0,0,0,62,LOW
34,ARUNACHAL PRADESH,PAPUM PARE,2001,9,5,0,6,0,3,0,107,LOW
35,ARUNACHAL PRADESH,SIANG EAST,2001,5,7,0,7,0,2,0,88,LOW
36,ARUNACHAL PRADESH,SIANG UPPER,2001,2,5,0,3,0,0,0,43,LOW
37,ARUNACHAL PRADESH,SIANG WEST,2001,4,10,0,25,2,2,0,149,LOW
38,ARUNACHAL PRADESH,SUBANSIRI LOWER,2001,2,5,0,4,0,0,0,46,LOW
39,ARUNACHAL PRADESH,SUBANSIRI UPPER,2001,2,1,0,8,0,2,0,46,LOW
40,ARUNACHAL PRADESH,TAWANG,2001,1,0,0,5,1,0,0,23,LOW
41,ARUNACHAL PRADESH,TIRAP,2001,1,3,0,0,0,0,0,19,LOW
42,ASSAM,BARPETA,2001,28,88,10,29,0,95,0,885,LOW
43,ASSAM,BONGAIGAON,2001,20,21,1,22,0,26,0,348,LOW
44,ASSAM,C.I.D.,2001,0,0,0,0,0,0,0,0,LOW
45,ASSAM,CACHAR,2001,45,74,7,80,0,216,0,1325,LOW
46,ASSAM,DARRANG,2001,48,47,9,56,0,37,0,820,LOW
47,ASSAM,DHEMAJI,2001,42,20,0,26,0,0,0,452,LOW
48,ASSAM,DHUBRI,2001,43,51,5,49,0,111,0,904,LOW
49,ASSAM,DIBRUGARH,2001,35,37,3,41,0,19,0,572,LOW
50,ASSAM,G.R.P.,2001,1,0,0,0,0,0,0,7,LOW
51,ASSAM,GOALPARA,2001,35,35,1,54,0,64,0,681,LOW
52,ASSAM,GOLAGHAT,2001,30,40,0,23,0,26,0,491,LOW
53,ASSAM,GUWAHATI CITY,2001,37,64,5,67,0,98,0,942,LOW
54,ASSAM,HAILAKANDI,2001,24,34,2,27,0,28,0,453,LOW
55,ASSAM,JORHAT,2001,42,28,2,44,0,48,0,646,LOW
56,ASSAM,KAMRUP,2001,21,65,2,42,0,27,0,599,LOW
57,ASSAM,KARBI ANGLONG,2001,5,15,4,5,0,8,0,150,LOW
58,ASSAM,KARIMGANJ,2001,33,8,1,9,0,30,0,356,LOW
59,ASSAM,KOKRAJHAR,2001,14,12,0,37,0,20,0,297,LOW
60,ASSAM,LAKHIMPUR,2001,64,62,0,22,0,93,0,948,LOW
61,ASSAM,MORIGAON,2001,23,37,0,6,0,28,0,383,LOW
62,ASSAM,N.C.HILLS,2001,2,4,0,2,0,7,0,50,LOW
63,ASSAM,NAGAON,2001,51,109,1,113,4,132,0,1406,LOW
64,ASSAM,NALBARI,2001,30,27,3,16,0,15,0,414,LOW
65,ASSAM,R.P.O.,2001,3,0,0,0,0,0,0,21,LOW
66,ASSAM,SIBSAGAR,2001,47,64,0,28,0,0,0,669,LOW
67,ASSAM,SONITPUR,2001,53,80,1,43,0,99,0,1024,LOW
68,ASSAM,TINSUKIA,2001,41,48,2,9,0,21,0,560,LOW
69,BIHAR,ARARIA,2001,93,13,11,3,0,50,0,878,LOW
70,BIHAR,ARWAL,2001,0,0,7,11,0,14,0,103,LOW
71,BIHAR,AURANGABAD,2001,16,4,33,13,2,19,0,405,LOW
72,BIHAR,BAGAHA,2001,25,6,0,4,0,2,0,215,LOW
73,BIHAR,BANKA,2001,34,10,9,0,0,16,0,364,LOW
74,BIHAR,BEGUSARAI,2001,13,7,21,32,0,21,0,383,LOW
75,BIHAR,BETTIAH,2001,20,23,17,23,0,54,8,551,LOW
76,BIHAR,BHABHUA,2001,10,12,8,7,0,22,0,231,LOW
77,BIHAR,BHAGALPUR,2001,35,9,20,15,0,52,0,550,LOW
78,BIHAR,BHOJPUR,2001,22,13,23,0,4,29,0,406,LOW
79,BIHAR,BUXAR,2001,8,1,15,0,0,0,0,150,LOW
80,BIHAR,DARBHANGA,2001,19,16,37,40,0,34,0,607,LOW
81,BIHAR,GAYA,2001,25,15,26,27,0,24,0,520,LOW
82,BIHAR,GOPALGANJ,2001,13,18,22,0,2,155,0,607,LOW
83,BIHAR,JAMALPUR RLY.,2001,1,0,0,1,0,1,0,12,LOW
84,BIHAR,JAMUI,2001,10,1,16,8,0,15,0,224,LOW
85,BIHAR,JEHANABAD,2001,6,5,25,0,0,4,0,220,LOW
86,BIHAR,KATIHAR,2001,51,20,6,6,0,29,0,549,LOW
87,BIHAR,KATIHAR RLY.,2001,0,1,0,2,0,0,0,10,LOW
88,BIHAR,KHAGARIA,2001,5,6,11,6,0,2,0,147,LOW
89,BIHAR,KISHANGANJ,2001,22,16,4,2,1,39,0,327,LOW
90,BIHAR,LAKHISARAI,2001,10,7,6,12,0,5,0,180,LOW
91,BIHAR,MADHEPURA,2001,11,15,6,3,0,10,0,202,LOW
92,BIHAR,MADHUBANI,2001,13,11,12,41,0,18,0,366,LOW
93,BIHAR,MOTIHARI,2001,44,35,37,3,1,47,0,774,LOW
94,BIHAR,MUNGER,2001,11,15,8,0,0,39,0,263,LOW
95,BIHAR,MUZAFFARPUR,2001,73,25,69,81,0,141,6,1580,LOW
96,BIHAR,MUZAFFARPUR RLY.,2001,2,1,0,4,0,1,0,32,LOW
97,BIHAR,NALANDA,2001,40,12,47,14,2,54,0,762,LOW
98,BIHAR,NAUGACHIA,2001,7,9,4,0,0,5,0,119,LOW
99,BIHAR,NAWADAH,2001,15,1,17,7,0,13,1,263,LOW
100,BIHAR,PATNA,2001,27,11,90,47,0,152,39,1413,LOW
101,BIHAR,PATNA RLY.,2001,1,1,0,9,0,0,0,38,LOW
102,BIHAR,PURNEA,2001,39,23,8,5,0,22,0,472,LOW
103,BIHAR,ROHTAS,2001,25,18,36,21,0,59,0,644,LOW
104,BIHAR,SAHARSA,2001,12,10,7,9,0,12,0,217,LOW
105,BIHAR,SAMASTIPUR,2001,19,29,11,17,9,35,29,590,LOW
106,BIHAR,SARAN,2001,20,15,67,22,0,101,0,870,LOW
107,BIHAR,SHEIKHPURA,2001,3,1,9,0,0,32,0,143,LOW
108,BIHAR,SHEOHAR,2001,11,7,3,0,0,2,0,127,LOW
109,BIHAR,SITAMARHI,2001,23,20,13,1,0,21,0,364,LOW
110,BIHAR,SIWAN,2001,4,26,32,6,0,10,0,362,LOW
111,BIHAR,SUPAUL,2001,30,2,7,8,0,18,0,320,LOW
112,BIHAR,VAISHALI,2001,20,28,59,52,0,179,0,1120,LOW
113,CHHATTISGARH,BALRAMPUR,2001,17,1,1,18,0,7,0,197,LOW
114,CHHATTISGARH,BILASPUR,2001,69,20,7,180,10,94,0,1343,LOW
115,CHHATTISGARH,BIZAPUR,2001,4,0,0,1,0,0,0,31,LOW
116,CHHATTISGARH,DANTEWARA,2001,19,8,1,18,1,3,0,232,LOW
117,CHHATTISGARH,DHAMTARI,2001,22,4,1,41,5,6,0,316,LOW
118,CHHATTISGARH,DURG,2001,144,42,12,287,38,231,0,2609,LOW
119,CHHATTISGARH,GRP RAIPUR,2001,0,0,0,4,0,1,0,14,LOW
120,CHHATTISGARH,JAGDALPUR,2001,59,4,3,49,2,14,0,624,LOW
121,CHHATTISGARH,JANJGIR,2001,29,6,9,110,13,116,0,856,LOW
122,CHHATTISGARH,JASHPUR,2001,36,2,2,41,1,4,0,404,LOW
123,CHHATTISGARH,KANKER,2001,42,4,1,36,3,10,0,447,LOW
124,CHHATTISGARH,KAWARDHA,2001,35,0,1,45,4,15,0,420,LOW
125,CHHATTISGARH,KORBA,2001,46,13,1,90,7,31,0,719,LOW
126,CHHATTISGARH,KORIYA,2001,34,7,3,102,2,31,0,654,LOW
127,CHHATTISGARH,MAHASAMUND,2001,43,7,6,69,6,21,0,620,LOW
128,CHHATTISGARH,RAIGARH,2001,53,6,2,104,5,22,0,768,LOW
129,CHHATTISGARH,RAIPUR,2001,104,28,16,253,42,121,0,1979,LOW
130,CHHATTISGARH,RAJNANDGAON,2001,58,3,3,92,12,51,0,826,LOW
131,CHHATTISGARH,SARGUJA,2001,145,16,1,223,10,62,0,1888,LOW
132,GOA,NORTH GOA,2001,4,1,2,12,2,6,0,94,LOW
133,GOA,SOUTH GOA,2001,8,5,0,5,5,5,0,106,LOW
134,GUJARAT,AHMEDABAD COMMR.,2001,39,117,7,54,27,530,0,2032,LOW
135,GUJARAT,AHMEDABAD RURAL,2001,5,27,0,26,0,84,0,389,LOW
136,GUJARAT,AHWA-DANG,2001,1,1,0,2,0,2,0,21,LOW
137,GUJARAT,AMRELI,2001,2,34,2,21,0,94,0,413,LOW
138,GUJARAT,ANAND,2001,3,28,0,27,3,210,0,637,LOW
139,GUJARAT,BHARUCH,2001,4,34,0,19,0,56,0,333,LOW
140,GUJARAT,BHAVNAGAR,2001,9,51,2,36,7,129,0,652,LOW
141,GUJARAT,DAHOD,2001,5,15,0,17,0,11,0,168,LOW
142,GUJARAT,GANDHINAGAR,2001,4,12,3,37,7,116,0,444,LOW
143,GUJARAT,HIMATNAGAR,2001,17,29,4,51,0,165,0,742,LOW
144,GUJARAT,JAMNAGAR,2001,20,22,2,18,2,163,0,622,LOW
145,GUJARAT,JUNAGADH,2001,14,39,11,44,8,384,0,1228,LOW
146,GUJARAT,KHEDA NORTH,2001,11,30,0,43,0,122,0,570,LOW
147,GUJARAT,KUTCH,2001,2,22,2,25,1,176,0,542,LOW
148,GUJARAT,MEHSANA,2001,4,49,5,47,1,188,0,772,LOW
149,GUJARAT,NARMADA,2001,8,8,0,7,1,9,0,128,LOW
150,GUJARAT,NAVSARI,2001,2,5,0,6,0,17,0,86,LOW
151,GUJARAT,PALANPUR,2001,18,35,2,50,2,152,0,734,LOW
152,GUJARAT,PANCHMAHAL,2001,5,46,0,1,23,43,0,331,LOW
153,GUJARAT,PATAN,2001,3,21,0,23,0,78,0,330,LOW
154,GUJARAT,PORBANDAR,2001,6,5,0,10,0,64,0,220,LOW
155,GUJARAT,RAJKOT COMMR.,2001,5,38,3,19,12,199,0,672,LOW
156,GUJARAT,RAJKOT RURAL,2001,20,35,2,45,3,206,0,842,LOW
157,GUJARAT,SURAT COMMR.,2001,11,37,20,10,1,132,0,640,LOW
158,GUJARAT,SURAT RURAL,2001,26,16,0,11,0,34,0,347,LOW
159,GUJARAT,SURENDRANAGAR,2001,11,24,2,45,3,75,0,473,LOW
160,GUJARAT,VADODARA COMMR.,2001,3,32,0,11,10,90,0,372,LOW
161,GUJARAT,VADODARA RURAL,2001,18,34,0,34,0,81,0,526,LOW
162,GUJARAT,VALSAD,2001,9,11,0,10,0,50,0,237,LOW
163,GUJARAT,W.RLY,2001,1,0,0,7,0,7,0,42,LOW
164,HARYANA,AMBALA,2001,11,32,11,27,0,132,0,616,LOW
165,HARYANA,BHIWANI,2001,10,7,33,17,0,43,0,433,LOW
166,HARYANA,FARIDABAD,2001,37,53,19,47,242,108,0,1184,LOW
167,HARYANA,FATEHABAD,2001,17,13,17,17,0,93,0,510,LOW
168,HARYANA,GRP,2001,0,2,5,1,26,0,0,67,LOW
169,HARYANA,GURGAON,2001,32,32,17,21,21,136,0,810,LOW
170,HARYANA,HISSAR,2001,10,18,24,33,0,117,0,619,LOW
171,HARYANA,JHAJJAR,2001,21,8,20,42,13,122,0,682,LOW
172,HARYANA,JIND,2001,21,8,11,22,29,67,0,474,LOW
173,HARYANA,KAITHAL,2001,16,8,9,19,0,105,0,465,LOW
174,HARYANA,KARNAL,2001,44,10,18,28,2,97,0,736,LOW
175,HARYANA,KURUKSHETRA,2001,31,14,10,28,8,68,0,561,LOW
176,HARYANA,MAHENDRAGARH,2001,11,8,8,19,0,23,0,260,LOW
177,HARYANA,PANCHKULA,2001,6,15,4,23,10,43,0,291,LOW
178,HARYANA,PANIPAT,2001,38,10,11,16,11,92,0,615,LOW
179,HARYANA,REWARI,2001,11,11,12,17,0,14,0,272,LOW
180,HARYANA,ROHTAK,2001,28,6,17,26,20,41,0,502,LOW
181,HARYANA,SIRSA,2001,17,7,12,23,0,98,0,484,LOW
182,HARYANA,SONIPAT,2001,15,12,18,22,14,51,0,443,LOW
183,HARYANA,YAMUNANAGAR,2001,22,23,9,30,5,63,0,521,LOW
184,HIMACHAL PRADESH,BILASPUR,2001,5,9,1,35,1,47,0,277,LOW
185,HIMACHAL PRADESH,CHAMBA,2001,12,15,0,23,1,21,0,256,LOW
186,HIMACHAL PRADESH,G.R.P.,2001,0,0,0,0,0,0,0,0,LOW
187,HIMACHAL PRADESH,HAMIRPUR,2001,3,3,1,17,2,33,0,158,LOW
188,HIMACHAL PRADESH,KANGRA,2001,18,21,1,43,0,58,0,461,LOW
189,HIMACHAL PRADESH,KINNAUR,2001,6,3,0,4,0,2,0,70,LOW
190,HIMACHAL PRADESH,KULLU,2001,13,6,0,12,0,2,0,155,LOW
191,HIMACHAL PRADESH,LAHAUL-SPITI,2001,2,1,0,0,0,1,0,20,LOW
192,HIMACHAL PRADESH,MANDI,2001,16,10,0,59,4,56,0,445,LOW
193,HIMACHAL PRADESH,SHIMLA,2001,18,11,2,50,1,31,0,395,LOW
194,HIMACHAL PRADESH,SIRMAUR,2001,10,11,3,33,4,22,0,279,LOW
195,HIMACHAL PRADESH,SOLAN,2001,12,10,2,23,1,24,0,254,LOW
196,HIMACHAL PRADESH,UNA,2001,9,5,0,11,0,20,0,156,LOW
197,JAMMU & KASHMIR,ANANTNAG,2001,6,36,0,53,12,0,0,357,LOW
198,JAMMU & KASHMIR,AWANTIPORA,2001,1,13,0,8,2,0,0,85,LOW
199,JAMMU & KASHMIR,BARAMULLA,2001,28,59,0,93,14,0,0,725,LOW
200,JAMMU & KASHMIR,BORDER,2001,12,10,0,15,5,3,0,180,LOW
201,JAMMU & KASHMIR,BUDGAM,2001,7,34,0,35,9,0,0,299,LOW
202,JAMMU & KASHMIR,CRIME JAMMU,2001,0,0,0,0,0,0,0,0,LOW
203,JAMMU & KASHMIR,CRIME SRINAGAR,2001,0,0,0,0,0,0,0,0,LOW
204,JAMMU & KASHMIR,DODA,2001,7,15,0,6,2,1,0,131,LOW
205,JAMMU & KASHMIR,GANDERBAL,2001,5,31,0,30,4,0,0,253,LOW
206,JAMMU & KASHMIR,JAMMU,2001,13,43,5,40,94,26,0,559,LOW
207,JAMMU & KASHMIR,KARGIL,2001,0,1,0,1,0,0,0,7,LOW
208,JAMMU & KASHMIR,KATHUA,2001,13,10,3,14,4,1,0,197,LOW
209,JAMMU & KASHMIR,KULGAM,2001,6,31,0,7,11,0,0,198,LOW
210,JAMMU & KASHMIR,KUPWARA,2001,6,29,0,62,2,0,0,346,LOW
211,JAMMU & KASHMIR,LEH,2001,0,1,0,1,0,0,0,7,LOW
212,JAMMU & KASHMIR,POONCH,2001,13,10,0,4,6,2,0,153,LOW
213,JAMMU & KASHMIR,PULWAMA,2001,7,33,0,19,12,0,0,250,LOW
214,JAMMU & KASHMIR,RAILWAYS,2001,0,0,0,0,0,0,0,0,LOW
215,JAMMU & KASHMIR,RAJOURI,2001,17,20,3,7,6,6,0,256,LOW
216,JAMMU & KASHMIR,RAMBAN,2001,3,3,0,3,2,0,0,44,LOW
217,JAMMU & KASHMIR,REASI,2001,7,9,0,5,4,0,0,104,LOW
218,JAMMU & KASHMIR,SRINAGAR,2001,8,102,0,207,88,2,0,1177,LOW
219,JAMMU & KASHMIR,UDHAMPUR,2001,10,14,2,12,11,9,0,203,LOW
220,JHARKHAND,BOKARO,2001,26,32,25,24,2,45,0,624,LOW
221,JHARKHAND,CHAIBASA,2001,32,10,0,6,0,0,0,282,LOW
222,JHARKHAND,CHATRA,2001,6,3,7,0,0,6,0,108,LOW
223,JHARKHAND,DEOGHAR,2001,22,0,10,13,1,10,0,274,LOW
224,JHARKHAND,DHANBAD,2001,32,45,30,47,0,18,0,761,LOW
225,JHARKHAND,DHANBAD RLY.,2001,2,0,0,0,0,0,0,14,LOW
226,JHARKHAND,DUMKA,2001,27,0,3,20,0,23,0,313,LOW
227,JHARKHAND,GARHWA,2001,11,2,15,0,0,5,0,185,LOW
228,JHARKHAND,GIRIDIH,2001,42,10,30,13,0,57,0,667,LOW
229,JHARKHAND,GODDA,2001,37,26,1,0,0,0,0,369,LOW
230,JHARKHAND,GUMLA,2001,29,11,0,2,0,10,1,278,LOW
231,JHARKHAND,HAZARIBAGH,2001,41,31,31,15,0,18,0,678,LOW
232,JHARKHAND,JAMSHEDPUR,2001,50,51,6,58,0,88,0,940,LOW
233,JHARKHAND,JAMSHEDPUR RLY.,2001,1,0,0,1,0,0,0,10,LOW
234,JHARKHAND,JAMTARA,2001,18,11,5,13,0,20,0,279,LOW
235,JHARKHAND,KODERMA,2001,2,2,11,8,1,29,0,171,LOW
236,JHARKHAND,LATEHAR,2001,12,2,6,0,0,0,0,128,LOW
237,JHARKHAND,LOHARDAGGA,2001,12,8,0,4,0,10,0,148,LOW
238,JHARKHAND,PAKUR,2001,23,0,7,0,0,18,0,239,LOW
239,JHARKHAND,PALAMU,2001,15,2,18,8,0,28,1,306,LOW
240,JHARKHAND,RANCHI,2001,73,1,4,24,1,78,0,768,LOW
241,JHARKHAND,SAHEBGANJ,2001,20,5,3,23,0,21,0,289,LOW
242,JHARKHAND,SARAIKELA,2001,17,15,4,18,0,0,0,257,LOW
243,JHARKHAND,SIMDEGA,2001,17,12,1,0,0,0,0,173,LOW
244,KARNATAKA,BAGALKOT,2001,2,7,1,39,0,50,0,265,LOW
245,KARNATAKA,BANGALORE COMMR.,2001,40,56,40,223,51,229,0,1922,LOW
246,KARNATAKA,BANGALORE RURAL,2001,13,10,30,90,0,123,0,827,LOW
247,KARNATAKA,BELGAUM,2001,8,12,4,62,0,125,0,564,LOW
248,KARNATAKA,BELLARY,2001,16,11,5,82,0,49,0,530,LOW
249,KARNATAKA,BIDAR,2001,7,10,2,90,3,51,0,476,LOW
250,KARNATAKA,BIJAPUR,2001,6,19,1,65,0,92,0,503,LOW
251,KARNATAKA,CHAMARAJNAGAR,2001,4,5,7,43,0,15,0,249,LOW
252,KARNATAKA,CHICKMAGALUR,2001,8,7,4,57,8,83,0,453,LOW
253,KARNATAKA,CHITRADURGA,2001,18,0,2,48,0,35,0,352,LOW
254,KARNATAKA,DAKSHIN KANNADA,2001,3,6,1,24,0,25,0,173,LOW
255,KARNATAKA,DAVANAGERE,2001,22,13,8,84,5,77,0,665,LOW
256,KARNATAKA,DHARWAD COMMR.,2001,4,4,2,3,0,24,0,113,LOW
257,KARNATAKA,DHARWAD RURAL,2001,3,2,3,8,0,8,0,87,LOW
258,KARNATAKA,GADAG,2001,2,2,3,10,0,18,0,106,LOW
259,KARNATAKA,GULBARGA,2001,20,21,6,143,1,104,0,898,LOW
260,KARNATAKA,HASSAN,2001,20,0,4,75,1,68,0,526,LOW
261,KARNATAKA,HAVERI,2001,3,11,5,42,0,32,0,285,LOW
262,KARNATAKA,K.G.F.,2001,1,7,4,12,0,20,0,135,LOW
263,KARNATAKA,KODAGU,2001,4,4,4,22,0,14,0,162,LOW
264,KARNATAKA,KOLAR,2001,17,18,18,42,0,39,0,503,LOW
265,KARNATAKA,KOPPAL,2001,6,12,5,40,1,23,0,287,LOW
266,KARNATAKA,MANDYA,2001,15,1,7,50,0,72,0,445,LOW
267,KARNATAKA,MYSORE COMMR.,2001,2,7,9,8,1,48,0,217,LOW
268,KARNATAKA,MYSORE RURAL,2001,12,4,6,79,2,51,0,477,LOW
269,KARNATAKA,RAICHUR,2001,12,5,1,63,4,52,0,407,LOW
270,KARNATAKA,RAILWAYS,2001,1,0,1,0,0,0,0,13,LOW
271,KARNATAKA,SHIMOGA,2001,12,10,6,65,0,134,0,623,LOW
272,KARNATAKA,TUMKUR,2001,6,4,28,53,0,44,0,473,LOW
273,KARNATAKA,UDUPI,2001,2,0,0,16,2,16,0,96,LOW
274,KARNATAKA,UTTAR KANNADA,2001,4,3,3,27,2,34,0,209,LOW
275,KERALA,ALAPUZHA,2001,21,6,1,162,2,105,0,875,LOW
276,KERALA,CBCID,2001,2,0,0,0,0,4,0,22,LOW
277,KERALA,ERNAKULAM,2001,38,7,3,162,3,161,0,1123,LOW
278,KERALA,IDUKKI,2001,34,0,0,145,16,127,0,943,LOW
279,KERALA,KANNUR,2001,42,7,0,77,7,157,0,874,LOW
280,KERALA,KASARGOD,2001,28,1,0,0,0,66,0,332,LOW
281,KERALA,KOLLAM,2001,55,9,3,235,0,315,0,1774,LOW
282,KERALA,KOTTAYAM,2001,22,12,2,125,8,82,0,761,LOW
283,KERALA,KOZHIKODE,2001,39,10,2,118,8,319,0,1325,LOW
284,KERALA,MALAPPURAM,2001,71,4,3,92,3,448,0,1706,LOW
285,KERALA,PALAKKAD,2001,63,10,5,112,10,215,0,1287,LOW
286,KERALA,PATHANAMTHITTA,2001,12,0,0,90,3,95,0,547,LOW
287,KERALA,RAILWAYS,2001,1,0,0,0,0,0,0,7,LOW
288,KERALA,THRISSUR,2001,42,9,2,223,16,198,0,1423,LOW
289,KERALA,TRIVANDRUM,2001,57,21,6,345,2,210,0,1976,LOW
290,KERALA,WAYANADU,2001,35,1,0,56,3,59,0,538,LOW
291,MADHYA PRADESH,BALAGHAT,2001,87,11,3,157,12,72,0,1298,LOW
292,MADHYA PRADESH,BARWANI,2001,34,2,5,81,9,18,0,564,LOW
293,MADHYA PRADESH,BETUL,2001,95,16,7,135,4,71,0,1322,LOW
294,MADHYA PRADESH,BHIND,2001,31,20,34,80,2,54,0,851,LOW
295,MADHYA PRADESH,BHOPAL,2001,106,48,15,252,56,132,0,2100,LOW
296,MADHYA PRADESH,BHOPAL RLY.,2001,1,2,0,10,3,0,0,48,LOW
297,MADHYA PRADESH,CHHATARPUR,2001,65,23,20,193,10,46,0,1348,LOW
298,MADHYA PRADESH,CHHINDWARA,2001,93,16,10,203,32,109,0,1634,LOW
299,MADHYA PRADESH,DAMOH,2001,66,10,28,189,0,58,0,1353,LOW
300,MADHYA PRADESH,DATIYA,2001,12,8,8,57,0,18,0,371,LOW
301,MADHYA PRADESH,DEWAS,2001,78,11,15,279,80,96,0,1789,LOW
302,MADHYA PRADESH,DHAR,2001,68,18,41,168,21,88,0,1495,LOW
303,MADHYA PRADESH,DINDORI,2001,20,2,0,53,6,4,0,321,LOW
304,MADHYA PRADESH,GUNA,2001,124,15,7,317,22,95,0,2133,LOW
305,MADHYA PRADESH,GWALIOR,2001,59,22,20,139,8,49,0,1144,LOW
306,MADHYA PRADESH,HARDA,2001,28,2,9,35,0,27,0,417,LOW
307,MADHYA PRADESH,HOSHANGABAD,2001,65,13,9,109,6,31,0,956,LOW
308,MADHYA PRADESH,INDORE,2001,84,35,25,215,63,161,0,1908,LOW
309,MADHYA PRADESH,INDORE RLY.,2001,2,0,0,5,1,0,0,30,LOW
310,MADHYA PRADESH,JABALPUR,2001,108,20,28,264,50,81,0,2008,LOW
311,MADHYA PRADESH,JABALPUR RLY.,2001,0,0,1,4,0,0,0,18,LOW
312,MADHYA PRADESH,JHABUA,2001,44,80,5,127,4,24,0,1091,LOW
313,MADHYA PRADESH,KATNI,2001,25,3,11,106,12,59,0,701,LOW
314,MADHYA PRADESH,KHANDWA,2001,63,12,11,184,15,49,0,1220,LOW
315,MADHYA PRADESH,KHARGON,2001,47,14,5,164,29,21,0,978,LOW
316,MADHYA PRADESH,MANDLA,2001,64,9,4,151,19,46,0,1072,LOW
317,MADHYA PRADESH,MANDSAUR,2001,41,8,4,102,11,30,0,720,LOW
318,MADHYA PRADESH,MORENA,2001,35,18,29,77,2,34,0,792,LOW
319,MADHYA PRADESH,NARSINGHPUR,2001,70,4,22,156,16,40,0,1202,LOW
320,MADHYA PRADESH,NEEMUCH,2001,37,7,1,83,18,62,0,684,LOW
321,MADHYA PRADESH,PANNA,2001,44,10,19,104,2,31,0,838,LOW
322,MADHYA PRADESH,RAISEN,2001,79,9,20,194,31,50,0,1422,LOW
323,MADHYA PRADESH,RAJGARH,2001,95,9,7,196,26,49,0,1455,LOW
324,MADHYA PRADESH,RATLAM,2001,70,13,4,125,28,53,0,1075,LOW
325,MADHYA PRADESH,REWA,2001,31,18,18,105,2,56,0,826,LOW
326,MADHYA PRADESH,SAGAR,2001,141,16,29,509,0,142,0,3036,LOW
327,MADHYA PRADESH,SATNA,2001,58,5,19,157,6,65,0,1147,LOW
328,MADHYA PRADESH,SEONI,2001,52,2,10,106,23,25,0,823,LOW
329,MADHYA PRADESH,SHAHDOL,2001,63,13,9,216,3,87,0,1372,LOW
330,MADHYA PRADESH,SHAJAPUR,2001,90,8,8,153,36,65,0,1335,LOW
331,MADHYA PRADESH,SHEOPUR,2001,21,3,6,52,0,14,0,379,LOW
