S.No,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Target,Target_Label
8078,JAMMU & KASHMIR,SRINAGAR,2012,19,89,0,201,82,63,0,1300,LOW
8079,JAMMU & KASHMIR,UDHAMPUR,2012,30,22,0,20,12,12,0,394,LOW
8080,JHARKHAND,BOKARO,2012,46,63,21,4,0,212,0,1136,LOW
8081,JHARKHAND,CHAIBASA,2012,34,15,6,8,0,20,1,403,LOW
8082,JHARKHAND,CHATRA,2012,15,20,8,6,0,18,0,287,LOW
8083,JHARKHAND,DEOGHAR,2012,38,3,18,35,0,159,0,809,LOW
8084,JHARKHAND,DHANBAD,2012,41,101,49,4,2,89,0,1177,LOW
8085,JHARKHAND,DHANBAD RLY.,2012,2,2,1,8,0,2,0,56,LOW
8086,JHARKHAND,DUMKA,2012,29,26,8,12,0,43,0,477,LOW
8087,JHARKHAND,GARHWA,2012,43,21,21,14,0,68,0,689,LOW
8088,JHARKHAND,GIRIDIH,2012,37,36,32,46,0,104,0,941,LOW
8089,JHARKHAND,GODDA,2012,22,42,11,2,0,0,0,394,LOW
8090,JHARKHAND,GUMLA,2012,36,44,2,9,0,6,0,479,LOW
8091,JHARKHAND,HAZARIBAGH,2012,42,49,24,9,0,54,0,769,LOW
8092,JHARKHAND,JAMSHEDPUR,2012,56,91,17,22,3,106,0,1139,LOW
8093,JHARKHAND,JAMSHEDPUR RLY.,2012,1,1,0,0,0,0,0,11,LOW
8094,JHARKHAND,JAMTARA,2012,27,10,5,1,0,72,0,406,LOW
8095,JHARKHAND,KHUNTI,2012,8,10,1,2,1,0,0,109,LOW
8096,JHARKHAND,KODERMA,2012,8,22,13,12,0,29,0,316,LOW
8097,JHARKHAND,LATEHAR,2012,15,16,4,6,0,10,0,231,LOW
8098,JHARKHAND,LOHARDAGGA,2012,23,18,1,6,0,23,0,303,LOW
8099,JHARKHAND,PAKUR,2012,53,18,1,10,0,64,0,607,LOW
8100,JHARKHAND,PALAMU,2012,26,30,28,10,0,20,0,540,LOW
8101,JHARKHAND,RAMGARH,2012,26,19,7,10,2,7,0,346,LOW
8102,JHARKHAND,RANCHI,2012,52,53,11,22,1,45,0,799,LOW
8103,JHARKHAND,SAHEBGANJ,2012,65,45,6,11,1,74,2,863,LOW
8104,JHARKHAND,SARAIKELA,2012,35,14,6,10,0,25,0,417,LOW
8105,JHARKHAND,SIMDEGA,2012,32,17,1,5,0,11,0,335,LOW
8106,KARNATAKA,BAGALKOT,2012,11,14,6,63,0,72,2,512,LOW
8107,KARNATAKA,BANGALORE COMMR.,2012,90,433,51,321,51,524,0,4730,MEDIUM
8108,KARNATAKA,BANGALORE RURAL,2012,31,41,10,70,0,96,0,843,LOW
8109,KARNATAKA,BELGAUM,2012,37,34,5,205,9,307,0,1663,LOW
8110,KARNATAKA,BELLARY,2012,18,24,9,48,0,104,0,628,LOW
8111,KARNATAKA,BIDAR,2012,11,24,10,40,2,99,0,553,LOW
8112,KARNATAKA,BIJAPUR,2012,18,24,4,41,0,128,9,670,LOW
8113,KARNATAKA,CBPURA,2012,12,20,12,56,3,36,0,479,LOW
8114,KARNATAKA,CHAMARAJNAGAR,2012,9,8,2,64,0,62,1,428,LOW
8115,KARNATAKA,CHICKMAGALUR,2012,11,7,4,70,2,89,4,539,LOW
8116,KARNATAKA,CHITRADURGA,2012,26,34,6,140,0,75,0,924,LOW
8117,KARNATAKA,DAKSHIN KANNADA,2012,12,9,2,35,8,42,0,329,LOW
8118,KARNATAKA,DAVANAGERE,2012,17,20,8,117,0,119,0,836,LOW
8119,KARNATAKA,DHARWAD COMMR.,2012,6,42,2,16,0,65,0,400,LOW
8120,KARNATAKA,DHARWAD RURAL,2012,5,3,0,38,0,24,0,209,LOW
8121,KARNATAKA,GADAG,2012,6,12,2,59,0,47,0,373,LOW
8122,KARNATAKA,GULBARGA,2012,29,39,10,132,0,151,0,1117,LOW
8123,KARNATAKA,HASSAN,2012,21,19,5,120,1,155,0,924,LOW
8124,KARNATAKA,HAVERI,2012,12,0,3,72,0,68,0,454,LOW
8125,KARNATAKA,K.G.F.,2012,10,0,2,10,0,19,0,150,LOW
8126,KARNATAKA,KODAGU,2012,12,3,2,25,0,43,0,269,LOW
8127,KARNATAKA,KOLAR,2012,18,14,1,37,0,34,0,367,LOW
8128,KARNATAKA,KOPPAL,2012,7,0,0,17,0,87,0,274,LOW
8129,KARNATAKA,MANDYA,2012,35,39,9,149,1,204,1,1316,LOW
8130,KARNATAKA,MANGALORE CITY,2012,12,4,1,29,1,48,3,305,LOW
8131,KARNATAKA,MYSORE COMMR.,2012,12,10,6,22,0,32,12,350,LOW
8132,KARNATAKA,MYSORE RURAL,2012,28,47,1,163,0,158,0,1195,LOW
8133,KARNATAKA,RAICHUR,2012,19,25,1,141,0,190,0,1042,LOW
8134,KARNATAKA,RAILWAYS,2012,2,1,2,2,1,0,0,37,LOW
8135,KARNATAKA,RAMANAGAR,2012,16,53,17,112,0,73,0,908,LOW
8136,KARNATAKA,SHIMOGA,2012,14,24,6,158,3,222,0,1151,LOW
8137,KARNATAKA,TUMKUR,2012,33,10,18,171,0,132,0,1156,LOW
8138,KARNATAKA,UDUPI,2012,5,3,0,41,1,38,0,247,LOW
8139,KARNATAKA,UTTAR KANNADA,2012,7,10,1,97,8,78,0,550,LOW
8140,KARNATAKA,YADGIRI,2012,9,20,0,97,9,63,0,569,LOW
8141,KERALA,ALAPUZHA,2012,44,15,1,250,14,294,0,1726,LOW
8142,KERALA,ERNAKULAM COMMR.,2012,28,5,0,108,16,127,0,810,LOW
8143,KERALA,ERNAKULAM RURAL,2012,59,9,0,162,25,216,0,1392,LOW
8144,KERALA,IDUKKI,2012,53,10,2,189,10,219,0,1438,LOW
8145,KERALA,KANNUR,2012,66,18,0,183,12,391,0,1877,LOW
8146,KERALA,KASARGOD,2012,89,10,3,156,15,205,0,1574,LOW
8147,KERALA,KOLLAM COMMR.,2012,46,18,4,171,41,336,0,1644,LOW
8148,KERALA,KOLLAM RURAL,2012,49,14,1,270,20,326,0,1887,LOW
8149,KERALA,KOTTAYAM,2012,55,17,1,265,55,255,0,1819,LOW
8150,KERALA,KOZHIKODE COMMR.,2012,36,3,0,103,83,144,0,944,LOW
8151,KERALA,KOZHIKODE RURAL,2012,42,13,0,153,15,313,0,1446,LOW
8152,KERALA,MALAPPURAM,2012,97,3,2,221,21,668,0,2723,LOW
8153,KERALA,PALAKKAD,2012,68,9,5,146,11,401,0,1793,LOW
8154,KERALA,PATHANAMTHITTA,2012,32,16,2,137,8,162,0,1043,LOW
8155,KERALA,RAILWAYS,2012,0,1,0,46,12,0,0,154,LOW
8156,KERALA,THRISSUR COMMR.,2012,35,9,0,111,32,146,0,938,LOW
8157,KERALA,THRISSUR RURAL,2012,46,9,2,218,36,361,0,1782,LOW
8158,KERALA,TRIVANDRUM COMMR.,2012,41,16,0,226,19,159,0,1366,LOW
8159,KERALA,TRIVANDRUM RURAL,2012,97,10,8,541,38,398,0,3224,LOW
8160,KERALA,WAYANADU,2012,36,9,1,79,15,95,0,736,LOW
8161,MADHYA PRADESH,ALIRAJPUR,2012,22,12,0,31,1,2,0,300,LOW
8162,MADHYA PRADESH,ANUPPUR,2012,62,8,12,80,6,53,0,890,LOW
8163,MADHYA PRADESH,ASHOK NAGAR,2012,50,5,10,62,1,21,0,659,LOW
8164,MADHYA PRADESH,BALAGHAT,2012,78,7,6,113,11,63,0,1086,LOW
8165,MADHYA PRADESH,BARWANI,2012,50,8,2,72,5,13,0,641,LOW
8166,MADHYA PRADESH,BETUL,2012,118,10,11,151,15,57,0,1514,LOW
8167,MADHYA PRADESH,BHIND,2012,49,25,40,83,7,50,0,1039,LOW
8168,MADHYA PRADESH,BHOPAL,2012,143,49,19,244,52,254,0,2603,LOW
8169,MADHYA PRADESH,BHOPAL RLY.,2012,4,1,0,14,1,3,0,81,LOW
8170,MADHYA PRADESH,BURHANPUR,2012,23,5,2,42,22,47,0,435,LOW
8171,MADHYA PRADESH,CHHATARPUR,2012,62,39,26,172,0,68,0,1398,LOW
8172,MADHYA PRADESH,CHHINDWARA,2012,122,19,18,202,41,108,0,1901,LOW
8173,MADHYA PRADESH,DAMOH,2012,50,27,20,165,0,108,0,1289,LOW
8174,MADHYA PRADESH,DATIYA,2012,23,20,8,61,0,25,0,522,LOW
8175,MADHYA PRADESH,DEWAS,2012,70,29,19,146,31,130,0,1449,LOW
8176,MADHYA PRADESH,DHAR,2012,81,45,39,173,16,69,0,1654,LOW
8177,MADHYA PRADESH,DINDORI,2012,40,6,5,80,6,39,0,658,LOW
8178,MADHYA PRADESH,GUNA,2012,60,25,8,131,11,34,0,1040,LOW
8179,MADHYA PRADESH,GWALIOR,2012,85,75,35,158,13,202,0,1996,LOW
8180,MADHYA PRADESH,HARDA,2012,26,10,7,51,4,16,0,453,LOW
8181,MADHYA PRADESH,HOSHANGABAD,2012,69,27,12,129,21,57,0,1185,LOW
8182,MADHYA PRADESH,INDORE,2012,173,42,24,405,114,448,0,3748,LOW
8183,MADHYA PRADESH,INDORE RLY.,2012,3,3,0,3,1,0,0,43,LOW
8184,MADHYA PRADESH,JABALPUR,2012,127,45,33,253,43,219,0,2507,LOW
8185,MADHYA PRADESH,JABALPUR RLY.,2012,3,0,0,13,1,0,0,61,LOW
8186,MADHYA PRADESH,JHABUA,2012,62,17,0,92,0,24,0,826,LOW
8187,MADHYA PRADESH,KATNI,2012,58,14,12,146,14,46,0,1078,LOW
8188,MADHYA PRADESH,KHANDWA,2012,66,5,6,136,6,34,0,1000,LOW
8189,MADHYA PRADESH,KHARGON,2012,67,20,30,133,22,45,0,1240,LOW
8190,MADHYA PRADESH,MANDLA,2012,75,8,3,94,12,40,0,949,LOW
8191,MADHYA PRADESH,MANDSAUR,2012,49,28,6,100,6,78,1,958,LOW
8192,MADHYA PRADESH,MORENA,2012,32,29,29,107,3,94,0,1026,LOW
8193,MADHYA PRADESH,NARSINGHPUR,2012,71,14,16,158,31,79,0,1312,LOW
8194,MADHYA PRADESH,NEEMUCH,2012,25,10,4,43,13,42,0,465,LOW
8195,MADHYA PRADESH,PANNA,2012,34,4,18,72,10,31,0,650,LOW
8196,MADHYA PRADESH,RAISEN,2012,92,16,22,158,0,72,0,1458,LOW
8197,MADHYA PRADESH,RAJGARH,2012,90,47,6,181,25,50,0,1522,LOW
8198,MADHYA PRADESH,RATLAM,2012,72,25,13,128,11,85,0,1247,LOW
8199,MADHYA PRADESH,REWA,2012,92,35,39,115,7,101,0,1572,LOW
8200,MADHYA PRADESH,SAGAR,2012,125,61,34,441,22,145,0,2958,LOW
8201,MADHYA PRADESH,SATNA,2012,89,25,17,138,7,121,0,1488,LOW
8202,MADHYA PRADESH,SEONI,2012,65,8,11,100,7,24,0,908,LOW
8203,MADHYA PRADESH,SHAHDOL,2012,81,27,13,133,7,141,0,1441,LOW
8204,MADHYA PRADESH,SHAJAPUR,2012,67,17,7,102,15,42,0,984,LOW
8205,MADHYA PRADESH,SHEOPUR,2012,17,4,5,40,0,29,0,343,LOW
8206,MADHYA PRADESH,SHIVPURI,2012,104,22,9,148,19,67,0,1467,LOW
8207,MADHYA PRADESH,SIDHI,2012,48,38,18,84,5,59,0,971,LOW
8208,MADHYA PRADESH,SIHORE,2012,69,14,10,100,13,47,1,1011,LOW
8209,MADHYA PRADESH,SINGRAULI,2012,32,33,13,87,6,63,0,827,LOW
8210,MADHYA PRADESH,TIKAMGARH,2012,61,8,16,124,7,27,4,1008,LOW
8211,MADHYA PRADESH,UJJAIN,2012,73,31,11,180,53,202,0,1698,LOW
8212,MADHYA PRADESH,UMARIYA,2012,22,2,0,68,7,17,0,407,LOW
8213,MADHYA PRADESH,VIDISHA,2012,94,23,19,213,23,97,0,1720,LOW
8214,MAHARASHTRA,AHMEDNAGAR,2012,61,49,23,147,1,576,0,2355,LOW
8215,MAHARASHTRA,AKOLA,2012,19,19,4,92,40,87,0,723,LOW
8216,MAHARASHTRA,AMRAVATI COMMR.,2012,20,16,1,53,14,74,0,531,LOW
8217,MAHARASHTRA,AMRAVATI RURAL,2012,64,17,3,154,42,139,0,1316,LOW
8218,MAHARASHTRA,AURANGABAD COMMR.,2012,23,18,4,79,28,120,0,762,LOW
8219,MAHARASHTRA,AURANGABAD RURAL,2012,25,10,18,77,25,298,0,1175,LOW
8220,MAHARASHTRA,BEED,2012,42,21,8,81,9,378,0,1434,LOW
8221,MAHARASHTRA,BHANDARA,2012,26,8,3,36,33,59,0,491,LOW
8222,MAHARASHTRA,BULDHANA,2012,29,28,27,107,35,193,0,1219,LOW
8223,MAHARASHTRA,CHANDRAPUR,2012,44,29,4,119,79,125,0,1134,LOW
8224,MAHARASHTRA,DHULE,2012,30,14,4,39,2,207,0,823,LOW
8225,MAHARASHTRA,GADCHIROLI,2012,18,6,0,30,5,12,0,269,LOW
8226,MAHARASHTRA,GONDIA,2012,38,10,0,47,18,42,0,549,LOW
8227,MAHARASHTRA,HINGOLI,2012,13,5,6,33,3,88,0,425,LOW
8228,MAHARASHTRA,JALGAON,2012,45,39,1,134,51,409,0,1748,LOW
8229,MAHARASHTRA,JALNA,2012,25,18,36,89,9,303,0,1345,LOW
8230,MAHARASHTRA,KOLHAPUR,2012,48,22,17,66,32,148,0,1052,LOW
8231,MAHARASHTRA,LATUR,2012,21,32,4,61,0,212,0,906,LOW
8232,MAHARASHTRA,MUMBAI COMMR.,2012,232,141,11,614,235,388,0,5107,MEDIUM
8233,MAHARASHTRA,MUMBAI RLY.,2012,1,5,1,21,3,0,0,99,LOW
8234,MAHARASHTRA,NAGPUR COMMR.,2012,57,39,6,84,53,166,0,1228,LOW
8235,MAHARASHTRA,NAGPUR RLY.,2012,1,2,0,4,4,3,0,37,LOW
8236,MAHARASHTRA,NAGPUR RURAL,2012,29,15,7,82,20,76,0,723,LOW
8237,MAHARASHTRA,NANDED,2012,48,32,25,71,5,421,0,1674,LOW
8238,MAHARASHTRA,NANDURBAR,2012,19,8,0,22,4,78,0,391,LOW
8239,MAHARASHTRA,NASIK COMMR.,2012,20,13,3,36,16,147,0,628,LOW
8240,MAHARASHTRA,NASIK RURAL,2012,46,20,17,98,26,319,0,1462,LOW
8241,MAHARASHTRA,NAVI MUMBAI,2012,36,11,3,64,25,91,0,713,LOW
8242,MAHARASHTRA,OSMANABAD,2012,38,21,2,86,12,175,0,982,LOW
8243,MAHARASHTRA,PARBHANI,2012,28,13,3,68,9,242,0,963,LOW
8244,MAHARASHTRA,PUNE COMMR.,2012,85,77,9,120,85,215,0,1832,LOW
8245,MAHARASHTRA,PUNE RLY.,2012,2,1,0,3,0,0,0,27,LOW
8246,MAHARASHTRA,PUNE RURAL,2012,92,51,12,128,59,221,0,1805,LOW
8247,MAHARASHTRA,RAIGAD,2012,21,3,19,37,9,40,0,473,LOW
8248,MAHARASHTRA,RATNAGIRI,2012,11,3,2,31,17,38,0,287,LOW
8249,MAHARASHTRA,SANGLI,2012,33,23,8,57,15,64,0,685,LOW
8250,MAHARASHTRA,SATARA,2012,43,25,0,78,29,166,0,996,LOW
8251,MAHARASHTRA,SINDHUDURG,2012,9,5,0,20,17,11,0,182,LOW
8252,MAHARASHTRA,SOLAPUR COMMR.,2012,25,21,1,31,10,53,0,474,LOW
8253,MAHARASHTRA,SOLAPUR RURAL,2012,67,24,3,58,40,151,0,1099,LOW
8254,MAHARASHTRA,THANE COMMR.,2012,107,77,4,203,28,330,0,2378,LOW
8255,MAHARASHTRA,THANE RURAL,2012,63,37,6,155,32,111,0,1344,LOW
8256,MAHARASHTRA,WARDHA,2012,40,25,0,93,30,59,0,807,LOW
8257,MAHARASHTRA,WASHIM,2012,31,27,6,84,19,133,0,898,LOW
8258,MAHARASHTRA,YAVATMAL,2012,64,60,18,143,66,247,0,1785,LOW
8259,MANIPUR,BISHNUPUR,2012,11,7,0,3,0,4,0,122,LOW
8260,MANIPUR,CHANDEL,2012,0,1,0,1,0,0,0,7,LOW
8261,MANIPUR,CHURACHANDPUR,2012,1,1,0,1,0,1,0,16,LOW
8262,MANIPUR,CID,2012,0,0,0,0,0,0,0,0,LOW
8263,MANIPUR,IMPHAL EAST,2012,10,36,0,10,0,11,0,266,LOW
8264,MANIPUR,IMPHAL WEST,2012,18,47,0,21,0,9,0,395,LOW
8265,MANIPUR,SENAPATI,2012,2,3,0,1,0,0,0,29,LOW
8266,MANIPUR,TAMENGLONG,2012,1,1,0,0,0,0,0,11,LOW
8267,MANIPUR,THOUBAL,2012,20,37,0,12,1,17,0,359,LOW
8268,MANIPUR,UKHRUL,2012,0,0,0,0,0,1,0,2,LOW
8269,MEGHALAYA,GARO HILLS EAST,2012,2,1,0,3,0,0,0,27,LOW
8270,MEGHALAYA,GARO HILLS SOUTH,2012,6,2,0,2,0,1,0,58,LOW
8271,MEGHALAYA,GARO HILLS WEST,2012,6,7,0,2,0,0,0,76,LOW
8272,MEGHALAYA,JAINTIA HILLS,2012,32,5,0,3,0,0,0,253,LOW
8273,MEGHALAYA,KHASI HILLS EAST,2012,58,5,1,21,0,13,0,521,LOW
8274,MEGHALAYA,KHASI HILLS WEST,2012,28,0,0,8,0,0,0,220,LOW
8275,MEGHALAYA,RI-BHOI,2012,32,4,0,4,0,2,0,256,LOW
8276,MIZORAM,AIZAWL,2012,42,0,0,44,0,8,0,442,LOW
8277,MIZORAM,CHAMPHAI,2012,12,1,0,15,0,0,0,133,LOW
8278,MIZORAM,KOLASIB,2012,9,0,0,9,0,0,0,90,LOW
8279,MIZORAM,LAWNGTLAI,2012,7,1,0,0,0,0,0,53,LOW
8280,MIZORAM,LUNGLEI,2012,16,0,0,4,0,0,0,124,LOW
8281,MIZORAM,MAMIT,2012,10,0,0,3,0,0,0,79,LOW
8282,MIZORAM,SAIHA,2012,0,1,0,1,0,0,0,7,LOW
8283,MIZORAM,SERCHHIP,2012,7,0,0,9,0,0,0,76,LOW
8284,NAGALAND,DIMAPUR,2012,9,5,0,9,0,0,0,110,LOW
8285,NAGALAND,KIPHIRE,2012,0,0,0,0,0,0,0,0,LOW
8286,NAGALAND,KOHIMA,2012,1,0,0,2,0,0,0,13,LOW
8287,NAGALAND,LONGLENG,2012,0,0,0,0,0,0,0,0,LOW
8288,NAGALAND,MOKOKCHUNG,2012,3,0,0,3,0,0,0,30,LOW
8289,NAGALAND,MON,2012,3,2,0,0,0,0,0,29,LOW
8290,NAGALAND,PEREN,2012,0,0,0,0,0,0,0,0,LOW
8291,NAGALAND,PHEK,2012,1,0,0,2,0,0,0,13,LOW
8292,NAGALAND,TUENSANG,2012,1,0,0,0,0,0,0,7,LOW
8293,NAGALAND,WOKHA,2012,2,0,0,0,0,0,0,14,LOW
8294,NAGALAND,ZUNHEBOTO,2012,1,3,0,0,0,0,0,19,LOW
8295,ODISHA,ANGUL,2012,63,55,20,321,8,76,0,1904,LOW
8296,ODISHA,BALASORE,2012,87,130,43,242,20,307,0,2747,LOW
8297,ODISHA,BARAGARH,2012,35,30,3,154,14,96,0,1051,LOW
8298,ODISHA,BERHAMPUR,2012,18,17,10,158,12,119,0,978,LOW
8299,ODISHA,BHADRAK,2012,54,66,20,93,12,155,0,1363,LOW
8300,ODISHA,BOLANGIR,2012,51,36,7,238,15,40,0,1352,LOW
8301,ODISHA,BOUDH,2012,10,8,0,79,6,24,0,393,LOW
8302,ODISHA,CUTTACK,2012,43,57,27,38,7,147,0,1106,LOW
8303,ODISHA,DCP BBSR,2012,56,76,24,75,22,91,0,1269,LOW
8304,ODISHA,DCP CTC,2012,28,43,14,30,2,134,0,812,LOW
8305,ODISHA,DEOGARH,2012,17,5,2,41,0,9,0,292,LOW
8306,ODISHA,DHENKANAL,2012,29,35,23,267,18,33,0,1366,LOW
8307,ODISHA,GAJAPATI,2012,18,9,2,61,3,8,0,376,LOW
8308,ODISHA,GANJAM,2012,53,55,32,356,27,39,0,1956,LOW
8309,ODISHA,JAGATSINGHPUR,2012,43,52,20,43,2,123,0,1006,LOW
8310,ODISHA,JAJPUR,2012,49,56,51,83,4,162,0,1450,LOW
8311,ODISHA,JHARSUGUDA,2012,21,6,2,41,11,50,0,417,LOW
8312,ODISHA,KALAHANDI,2012,65,41,8,120,14,96,0,1233,LOW
8313,ODISHA,KANDHAMAL,2012,32,27,1,101,4,34,0,713,LOW
8314,ODISHA,KENDRAPARA,2012,38,65,48,7,4,43,0,925,LOW
8315,ODISHA,KEONJHAR,2012,102,70,28,231,24,181,0,2241,LOW
8316,ODISHA,KHURDA,2012,27,46,16,338,2,178,0,1841,LOW
8317,ODISHA,KORAPUT,2012,73,31,21,114,9,0,0,1112,LOW
8318,ODISHA,MALKANGIR,2012,17,19,5,51,4,14,0,410,LOW
8319,ODISHA,MAYURBHANJ,2012,86,67,34,295,12,129,0,2229,LOW
8320,ODISHA,NAYAGARH,2012,25,35,16,11,1,17,0,479,LOW
8321,ODISHA,NOWRANGPUR,2012,42,45,2,83,14,43,0,835,LOW
8322,ODISHA,NUAPADA,2012,18,17,1,62,6,13,0,418,LOW
8323,ODISHA,PURI,2012,42,51,26,33,3,161,0,1078,LOW
8324,ODISHA,RAYAGADA,2012,41,40,4,111,9,29,0,871,LOW
8325,ODISHA,ROURKELA,2012,65,22,2,102,4,29,0,923,LOW
8326,ODISHA,SAMBALPUR,2012,57,26,0,62,4,32,0,757,LOW
8327,ODISHA,SONEPUR,2012,12,8,4,53,1,10,0,320,LOW
8328,ODISHA,SRP(CUTTACK),2012,0,0,0,11,1,0,0,34,LOW
8329,ODISHA,SRP(ROURKELA),2012,1,3,1,9,0,2,0,56,LOW
8330,ODISHA,SUNDARGARH,2012,40,15,8,73,5,14,0,640,LOW
8331,PUNJAB,AMRITSAR RURAL,2012,18,30,8,12,0,49,0,428,LOW
8332,PUNJAB,BARNALA,2012,25,8,2,4,0,14,0,259,LOW
8333,PUNJAB,BATALA,2012,25,20,4,10,0,19,0,347,LOW
8334,PUNJAB,BHATINDA,2012,44,31,6,19,0,55,0,635,LOW
8335,PUNJAB,CP AMRITSAR,2012,27,45,5,14,0,105,0,651,LOW
8336,PUNJAB,CP JALANDHAR,2012,33,29,6,17,3,107,0,651,LOW
8337,PUNJAB,CP LUDHIANA,2012,69,99,10,30,14,135,0,1313,LOW
8338,PUNJAB,FARIDKOT,2012,17,18,2,11,1,20,0,277,LOW
8339,PUNJAB,FATEHGARH SAHIB,2012,15,7,2,3,1,21,0,197,LOW
8340,PUNJAB,FAZILKA,2012,32,26,2,1,0,36,0,415,LOW
8341,PUNJAB,FEROZPUR,2012,15,16,4,4,0,43,0,291,LOW
8342,PUNJAB,G.R.P,2012,0,0,2,0,0,0,0,12,LOW
8343,PUNJAB,GURDASPUR,2012,14,34,10,11,0,45,0,417,LOW
8344,PUNJAB,HOSHIARPUR,2012,33,28,8,14,0,70,0,573,LOW
8345,PUNJAB,JALANDHAR RURAL,2012,29,33,3,34,3,53,0,564,LOW
8346,PUNJAB,KAPURTHALA,2012,16,34,3,8,0,46,0,382,LOW
8347,PUNJAB,KHANNA,2012,14,10,0,3,0,18,0,183,LOW
8348,PUNJAB,LUDHIANA RURAL,2012,11,21,4,5,1,23,0,247,LOW
8349,PUNJAB,MANSA,2012,22,10,3,9,0,23,0,285,LOW
8350,PUNJAB,MOGA,2012,23,10,3,14,0,25,0,311,LOW
8351,PUNJAB,MUKTSAR,2012,18,28,3,10,2,30,0,348,LOW
8352,PUNJAB,PATHANKOT,2012,13,11,7,2,0,25,0,233,LOW
8353,PUNJAB,PATIALA,2012,44,32,4,24,0,86,0,704,LOW
8354,PUNJAB,ROPAR,2012,22,18,0,13,3,15,0,298,LOW
8355,PUNJAB,SANGRUR,2012,34,31,7,24,3,40,0,559,LOW
8356,PUNJAB,SAS NGR,2012,23,33,7,31,0,127,0,682,LOW
8357,PUNJAB,SBS NAGAR,2012,21,13,0,3,0,25,0,258,LOW
8358,PUNJAB,TARN TARAN,2012,23,14,3,10,0,38,0,341,LOW
8359,RAJASTHAN,AJMER,2012,70,76,13,72,0,668,0,2424,LOW
8360,RAJASTHAN,ALWAR,2012,129,154,47,135,0,655,0,3516,LOW
8361,RAJASTHAN,BANSWARA,2012,56,87,4,49,3,237,0,1388,LOW
8362,RAJASTHAN,BARAN,2012,69,84,7,185,2,313,0,2044,LOW
8363,RAJASTHAN,BARMER,2012,21,35,20,59,0,237,0,1058,LOW
8364,RAJASTHAN,BHARATPUR,2012,108,168,32,79,0,567,0,2991,LOW
8365,RAJASTHAN,BHILWARA,2012,59,70,10,98,0,609,0,2265,LOW
8366,RAJASTHAN,BIKANER,2012,67,35,16,31,0,546,0,1890,LOW
8367,RAJASTHAN,BUNDI,2012,43,77,5,90,1,304,0,1518,LOW
8368,RAJASTHAN,CHITTORGARH,2012,59,81,6,64,1,608,0,2182,LOW
8369,RAJASTHAN,CHURU,2012,59,26,8,5,0,405,0,1390,LOW
8370,RAJASTHAN,DAUSA,2012,14,75,19,9,0,181,0,901,LOW
8371,RAJASTHAN,DHOLPUR,2012,32,60,30,19,0,195,0,1091,LOW
8372,RAJASTHAN,DUNGARPUR,2012,32,65,5,48,0,119,0,896,LOW
8373,RAJASTHAN,G.R.P.AJMER,2012,4,5,1,13,0,0,0,93,LOW
8374,RAJASTHAN,G.R.P.JODHPUR,2012,1,0,1,2,0,0,0,19,LOW
8375,RAJASTHAN,GANGANAGAR,2012,77,73,21,58,2,803,0,2739,LOW
8376,RAJASTHAN,HANUMANGARH,2012,92,57,19,43,0,515,0,2145,LOW
8377,RAJASTHAN,JAIPUR EAST,2012,41,55,10,24,0,201,0,1041,LOW
8378,RAJASTHAN,JAIPUR NORTH,2012,37,54,13,29,0,265,0,1170,LOW
8379,RAJASTHAN,JAIPUR RURAL,2012,39,86,11,46,0,281,0,1383,LOW
8380,RAJASTHAN,JAIPUR SOUTH,2012,17,21,7,20,0,217,0,739,LOW
8381,RAJASTHAN,JAIPUR WEST,2012,38,60,0,18,0,257,0,1074,LOW
8382,RAJASTHAN,JAISALMER,2012,12,5,11,20,0,22,0,274,LOW
8383,RAJASTHAN,JALORE,2012,13,39,15,40,0,138,0,733,LOW
8384,RAJASTHAN,JHALAWAR,2012,81,76,5,205,2,434,0,2386,LOW
8385,RAJASTHAN,JHUNJHUNU,2012,45,55,17,44,0,347,0,1463,LOW
8386,RAJASTHAN,JODHPUR EAST,2012,20,13,11,16,0,296,0,898,LOW
8387,RAJASTHAN,JODHPUR RURAL,2012,27,28,16,26,0,121,0,717,LOW
8388,RAJASTHAN,JODHPUR WEST,2012,20,23,5,27,0,5,0,353,LOW
8389,RAJASTHAN,KARAULI,2012,44,77,15,7,0,196,0,1119,LOW
8390,RAJASTHAN,KOTA CITY,2012,45,62,5,73,0,428,0,1668,LOW
8391,RAJASTHAN,KOTA RURAL,2012,42,44,6,105,2,200,0,1223,LOW
8392,RAJASTHAN,NAGAUR,2012,53,106,11,66,0,416,0,1891,LOW
8393,RAJASTHAN,PALI,2012,61,104,9,75,1,464,0,2051,LOW
8394,RAJASTHAN,PRATAPGARH,2012,137,78,2,79,0,276,0,2072,LOW
8395,RAJASTHAN,RAJSAMAND,2012,14,53,5,40,1,263,0,987,LOW
8396,RAJASTHAN,SAWAI MADHOPUR,2012,19,75,6,39,0,213,0,1012,LOW
8397,RAJASTHAN,SIKAR,2012,55,62,18,22,0,322,0,1451,LOW
8398,RAJASTHAN,SIROHI,2012,29,64,4,74,1,180,0,1066,LOW
8399,RAJASTHAN,TONK,2012,19,66,3,24,2,309,0,1107,LOW
8400,RAJASTHAN,UDAIPUR,2012,149,163,9,174,0,499,0,3269,LOW
